Measured Depth m,TOFB s,AVG_CONF unitless,MIN_CONF unitless,Average Rotary Speed rpm,Corrected Surface Weight on Bit kkgf,Corrected Total Hookload kkgf,MWD Turbine RPM rpm,MWD Raw Gamma Ray 1/s,Pump 2 Stroke Rate 1/min,Rate of Penetration m/h,Bit Drill Time h,Corrected Hookload kkgf,MWD GR Bit Confidence Flag %,Pump Time h,PowerUP Shock Rate 1/s,Total SPM 1/min,Average Hookload kkgf,Total Hookload kkgf,Extrapolated Hole TVD m,MWD Gamma Ray (API BH corrected) gAPI,EDRT unitless,Pump 1 Stroke Rate 1/min,Total Bit Revolutions unitless,Mud Density In g/cm3.1,Weight on Bit kkgf,Hole Depth (TVD) m,MWD Shock Risk unitless,Bit run number unitless,Inverse ROP s/m,Pump 4 Stroke Rate 1/min,Rig Mode unitless,MWD Shock Peak m/s2,SPN Sp_RigMode 2hz unitless,Average Standpipe Pressure kPa,Rate of Penetration (5ft avg) m/h,AJAM_MWD unitless,1/2ft ROP m/h,Hole depth (MD) m,Mud Flow In L/min,BHFG unitless,MWD DNI Temperature degC,Average Surface Torque kN.m,Total Downhole RPM rpm,SHK3TM_RT min,Pump 3 Stroke Rate 1/min,Inverse ROP (5ft avg) s/m,S1AC kPa,S2AC kPa,IMWT g/cm3,OSTM s,RNN
0.18788919,-0.14435749,0.03881077,-0.025014576,0.740622,-0.3354087,0.117959514,-0.5975203,0.43644392,0.012931757,-0.29114306,0.20383759,1.4930074,-0.13561182,0.2632797,0.0,-0.45530018,1.4930074,-0.019017464,0.13799809,0.43640402,0.0658328,-0.1889094,0.27049965,0.028998887,-0.42377138,0.1361138,0.0,0.0,0.09523665,0.0,0.0,0.07235375,-0.0020129685,-0.51354593,-0.49231926,0.0,-0.27442387,0.18795568,-0.25973138,0.0,0.048123725,0.8644892,0.740622,0.0,-0.17918006,0.4154256,-0.1244911,-0.6233535,0.028998887,0.24437213,0.50228876
