,smartfill,MAE
0,0.600006,7.1478363882458265
0,0.600006,7.393535620813242
0,0.600006,7.431664268221691
0,0.700007,7.145057677490746
0,0.700007,7.272943572452381
0,0.700007,7.2820515978984215
0,0.700007,7.090024836653232
0,0.700007,7.495303356168937
0,0.700007,7.571989321055658
0,0.800008,7.202766243609964
0,0.800008,7.3394989107205015
0,0.800008,7.430559897738819
0,0.800008,7.332810229756426
0,0.800008,7.335837212998013
0,0.800008,7.106961877822673
0,0.9000090000000001,7.4849456543288975
0,0.9000090000000001,7.3422138308520095
0,0.9000090000000001,7.442195396409043
0,0.9000090000000001,7.408602498401653
0,0.9000090000000001,7.171348792270417
0,0.9000090000000001,7.124308305290926
0,1.00001,7.083625237873851
0,1.00001,6.986858367018751
0,1.00001,7.3873837837399465
0,1.00001,7.250606177370508
0,1.00001,7.045840044675022
0,1.00001,7.144053954558686
0,0.0,7.535982674175071
0,0.0,7.163840699228847
0,0.0,7.113009993375663
0,0.0,7.0040659455689385
0,0.0,7.547235271909415
0,0.0,7.649937846452509
0,0.100001,7.055775842277319
0,0.100001,7.632480421611747
0,0.100001,7.201463437281002
0,0.100001,7.264342460357123
0,0.100001,7.286321665794518
0,0.100001,7.326452642113022
0,0.200002,7.462263949960342
0,0.200002,7.347897197760288
0,0.200002,7.233633014737229
0,0.200002,7.3632294122699
0,0.200002,7.197427578501956
0,0.200002,7.131528724367332
0,0.300003,7.08623452888466
0,0.300003,7.439171290503968
0,0.300003,7.348942787996289
0,0.300003,7.272010060199668
0,0.300003,7.153004966514053
0,0.300003,7.226321809879643
0,0.400004,7.001731604830778
0,0.400004,7.136387931610644
0,0.400004,7.2421377394936455
0,0.400004,7.353162284543727
0,0.400004,7.640782135124285
0,0.500005,7.357367735943839
0,0.400004,7.3587519150504805
0,0.500005,7.473206778718632
0,0.500005,7.254978601585867
0,0.600006,7.381288407800371
0,0.500005,7.5333267817887455
0,0.500005,7.047783652701762
0,0.500005,7.500262354366771
0,0.600006,7.350541989405623
0,0.600006,7.4807499361285705
0,0.700007,7.252797859460059
0,0.600006,7.234121479581759
0,0.600006,7.258321526389863
0,0.600006,7.655228509391849
0,0.700007,7.163675873148738
0,0.700007,7.484182109590421
0,0.800008,7.4581405781815775
0,0.700007,7.714075939435533
0,0.700007,7.218988880099014
0,0.700007,7.621396550558087
0,0.800008,7.162483054455666
0,0.800008,7.2585518149947585
0,0.9000090000000001,7.161689275478472
0,0.800008,7.413595417625667
0,0.800008,7.314756246042775
0,0.800008,7.145084408625283
0,0.9000090000000001,7.427017949354143
0,0.9000090000000001,7.165399393962865
0,0.9000090000000001,7.198849789741934
0,0.9000090000000001,6.987534800400418
0,0.9000090000000001,7.135760105155175
0,1.00001,7.2152454008452835
0,1.00001,7.3744278448637255
0,1.00001,6.9966951014810945
0,1.00001,7.239769539230349
0,1.00001,7.2425114348994235
0,0.0,7.3942491607070595
0,1.00001,7.401891905459925
0,0.0,7.712690097873113
0,0.0,7.398701546502403
0,0.100001,7.141164655977462
0,0.0,7.613726475409116
0,0.0,7.372156629590586
0,0.0,7.3350609507557225
0,0.100001,7.456892722522226
0,0.100001,7.1027494550107235
0,0.200002,7.4746557892973255
0,0.100001,7.320400555763688
0,0.100001,7.340494332236698
0,0.100001,7.17336291126509
0,0.200002,7.031280192551136
0,0.200002,7.136359671064309
0,0.200002,7.39538323011624
0,0.300003,7.062791225537645
0,0.200002,6.991300659245277
0,0.200002,7.713599849616572
0,0.300003,6.91669056103289
0,0.300003,7.022922431071782
0,0.300003,7.3223061410001735
0,0.400004,7.125673479910768
0,0.300003,7.236534076760125
0,0.300003,7.325392302350333
0,0.400004,7.194476295980029
0,0.400004,7.298402931203669
0,0.500005,7.548356534398329
0,0.400004,7.517853699866276
0,0.400004,7.191748900913317
0,0.400004,7.180470336696167
0,0.500005,7.513414912646734
0,0.500005,7.608606461762786
0,0.500005,7.191507855587389
0,0.600006,7.1546517673897645
0,0.500005,7.1842291018278415
0,0.500005,7.638556273861897
0,0.600006,7.384892337000238
0,0.600006,7.513898562672858
0,0.600006,7.400655211783304
0,0.700007,7.18355808579533
0,0.600006,7.528391607507855
0,0.600006,7.27122488613561
0,0.700007,7.315903310141999
0,0.700007,7.109773364592984
0,0.700007,7.306846232869015
0,0.700007,7.468476633653542
0,0.800008,7.490599698138399
0,0.700007,7.44507617161389
0,0.800008,7.421389697430327
0,0.800008,7.130303276593219
0,0.800008,7.36596196510483
0,0.800008,7.6151263131918085
0,0.9000090000000001,7.663361275329028
0,0.9000090000000001,7.24553891821646
0,0.800008,7.349589515269975
0,0.9000090000000001,7.508434250028355
0,0.9000090000000001,6.873584169434683
0,0.9000090000000001,7.249844093438441
0,1.00001,7.4966121289225915
0,1.00001,7.201804790897305
0,0.9000090000000001,7.461956749870067
0,1.00001,7.023978858539529
0,1.00001,7.374869519568832
0,1.00001,7.551931999745612
0,0.0,7.095150110230265
0,0.0,7.187911763159804
0,1.00001,7.586920850241668
0,0.0,7.500722247095853
0,0.0,7.638860163605982
0,0.0,7.297329094021735
0,0.100001,7.362814617641927
0,0.100001,7.235880327670896
0,0.0,7.325041996072482
0,0.100001,7.1328381397066565
0,0.100001,7.137879471677494
0,0.100001,7.271738134533883
0,0.200002,7.196511070406892
0,0.200002,7.076392265073924
0,0.100001,7.2576973000599425
0,0.200002,7.319559367102898
0,0.200002,7.616401691424852
0,0.200002,7.326372639951024
0,0.300003,7.4395277092454615
0,0.300003,7.5693675602316475
0,0.200002,7.304063066116497
0,0.300003,7.193640943200848
0,0.300003,7.103045270649223
0,0.400004,7.524393601525488
0,0.300003,7.308936260599622
0,0.400004,7.358000272099314
0,0.300003,7.381282087187381
0,0.400004,7.096100806999726
0,0.400004,7.120868232366445
0,0.500005,7.280648816989143
0,0.400004,7.238896193277215
0,0.500005,7.545312643193641
0,0.400004,7.198810792085643
0,0.500005,7.300387086291905
0,0.500005,7.298986869980788
0,0.600006,7.342916770822239
0,0.500005,7.585913742151014
0,0.600006,7.259119247296188
0,0.500005,7.318215939591067
0,0.600006,7.153120465914977
0,0.600006,7.336130041906517
0,0.700007,7.348872107825392
0,0.600006,7.305969695033741
0,0.700007,7.621898631876537
0,0.600006,7.60481596465484
0,0.700007,7.3308019452983455
0,0.700007,7.506294063732186
0,0.700007,7.300794345230324
0,0.800008,7.398422136426939
0,0.800008,7.379758629010479
0,0.700007,7.2852626393023625
0,0.800008,7.362589048799006
0,0.800008,7.191751060400928
0,0.800008,7.39894718078459
0,0.9000090000000001,7.40423935288374
0,0.9000090000000001,7.205239987776719
0,0.800008,7.438275052649354
0,0.9000090000000001,7.214459888652125
0,0.9000090000000001,7.298401444303139
0,0.9000090000000001,7.627669523367196
0,1.00001,6.91652660540376
0,1.00001,7.351955624716956
0,0.9000090000000001,7.305017560480697
0,1.00001,7.222788344735495
0,1.00001,7.616803235399707
0,1.00001,7.149458157835768
0,0.0,6.935072760772991
0,0.0,7.3586580314431105
0,1.00001,7.102365474046198
0,0.0,7.386523181828424
0,0.0,7.425133469421374
0,0.0,7.324379134797545
0,0.100001,7.593633601401111
0,0.100001,7.213682944723245
0,0.0,7.188148858334474
0,0.100001,7.1903202238693265
0,0.100001,7.308172790906604
0,0.100001,7.131118543325701
0,0.200002,7.27032685337159
0,0.200002,7.1777077996254635
0,0.100001,7.125816932971934
0,0.200002,7.143293347495531
0,0.200002,7.016726484263162
0,0.300003,7.099288438978927
0,0.200002,7.264047968434636
0,0.300003,7.048968367440367
0,0.200002,7.1252227140377755
0,0.300003,7.108911478470102
0,0.300003,7.3047980352870425
0,0.300003,7.276634005102037
0,0.400004,7.44932209474804
0,0.300003,7.08832090915474
0,0.400004,7.519246922070427
0,0.400004,7.1575755734800754
0,0.500005,7.296101937207798
0,0.400004,7.3113781798168285
0,0.400004,7.254647477807294
0,0.400004,7.6270873295012525
0,0.500005,7.327774106461268
0,0.500005,7.329398317957708
0,0.600006,7.096205238973411
0,0.500005,7.635979877839401
0,0.500005,7.467054778811309
0,0.500005,7.4913730482459195
0,0.600006,7.255468554886332
0,0.600006,7.236452287989691
0,0.700007,7.718101123027282
0,0.600006,7.3175881011532455
0,0.600006,7.474090228971421
0,0.600006,7.392129091792693
0,0.700007,7.244758736960416
0,0.700007,7.597879647791992
0,0.800008,7.263806183668252
0,0.700007,7.361978170672686
0,0.700007,7.7105199526050185
0,0.700007,7.169690182977992
0,0.800008,7.4472631895498855
0,0.800008,7.611020942756941
0,0.800008,7.582207842152546
0,0.9000090000000001,7.265304549254789
0,0.800008,7.4934456982681334
0,0.800008,7.552261428043262
0,0.9000090000000001,7.439235649780688
0,0.9000090000000001,7.469993817526189
0,0.9000090000000001,7.24283228487262
0,1.00001,7.186664927541268
0,0.9000090000000001,7.318760725830066
0,0.9000090000000001,7.452019378228056
0,1.00001,7.197064530991131
0,1.00001,7.400579739040996
0,1.00001,7.3035555381548996
0,0.0,7.438357659434368
0,1.00001,7.296633979060726
0,1.00001,7.141451914615128
0,0.0,7.249818400050621
0,0.0,7.710281913781275
0,0.0,7.271371194970238
0,0.100001,7.433211862597473
0,0.0,7.366673658411399
0,0.100001,7.258274815389165
0,0.0,7.435921923101867
0,0.100001,7.380217563556988
0,0.100001,7.192762554425724
0,0.200002,7.163112319797259
0,0.100001,7.5002304941813795
0,0.200002,7.40011371955366
0,0.100001,7.089865732244531
0,0.200002,7.5540683462845095
0,0.200002,7.428856427506309
0,0.300003,7.202787716569637
0,0.200002,7.484613380010534
0,0.200002,7.415995975896189
0,0.300003,7.423831837324507
0,0.300003,7.322125250260667
0,0.400004,7.0886250013010885
0,0.300003,7.264472178780297
0,0.300003,7.211405862771251
0,0.300003,7.410466783938027
0,0.400004,7.172747892631907
0,0.400004,7.401053636361802
0,0.400004,7.270932722606236
0,0.500005,7.3388827860731185
0,0.400004,7.314918169647695
0,0.400004,6.994500914703535
0,0.500005,7.256736782089384
0,0.500005,7.295080123422327
0,0.600006,7.218666535051371
0,0.500005,7.597938391876003
0,0.500005,7.214269716884681
0,0.500005,7.39475162159554
0,0.600006,7.180809420362363
0,0.600006,7.621362810837621
0,0.600006,7.263149277685214
0,0.700007,7.570433863630743
0,0.600006,7.554897266721757
0,0.600006,7.551708067124744
0,0.700007,7.069125607789934
0,0.700007,7.254776142566178
0,0.700007,7.491468491183963
0,0.800008,7.489084857901821
0,0.700007,7.2960359005887785
0,0.800008,7.405582693679361
0,0.700007,7.6811956832602215
0,0.800008,7.074005270578491
0,0.800008,7.394988542290634
0,0.9000090000000001,7.372702077792914
0,0.800008,7.282183883734626
0,0.9000090000000001,7.228875576236894
0,0.800008,7.384074223999277
0,0.9000090000000001,7.467433713497096
0,0.9000090000000001,7.2229500536112745
0,1.00001,7.107900506878907
0,0.9000090000000001,7.198544080262817
0,1.00001,7.027632477238416
0,0.9000090000000001,7.395507005082473
0,1.00001,7.07951014169773
0,1.00001,7.189465753938176
0,0.0,7.544997940744323
0,1.00001,7.133807975647022
0,0.0,7.48678771238248
0,1.00001,7.08363640811939
0,0.0,7.244615905577375
0,0.0,7.357357298357884
0,0.100001,7.424604011449228
0,0.0,7.695026858284943
0,0.100001,7.483163018009874
0,0.0,7.141719995930394
0,0.100001,7.436753668921018
0,0.200002,7.462742703848694
0,0.100001,7.166462971269112
0,0.100001,7.214601609155992
0,0.200002,7.2084918588773625
0,0.100001,7.543755678316204
0,0.200002,7.324342239798928
0,0.300003,6.975558855845494
0,0.200002,7.1011181053015875
0,0.200002,7.438899491396335
0,0.300003,7.237541693840464
0,0.200002,7.100636051289939
0,0.300003,7.5061056666519
0,0.400004,7.351553570820318
0,0.300003,7.298736400338879
0,0.300003,7.2177162316405825
0,0.400004,7.5797509300624135
0,0.300003,7.551251909170231
0,0.400004,7.656936009903761
0,0.500005,7.240883753904447
0,0.400004,7.072750923592136
0,0.400004,7.233560872199368
0,0.500005,7.386751506469164
0,0.400004,7.244416092060895
0,0.500005,7.186064415284744
0,0.600006,7.444241420506821
0,0.500005,7.2808552333810646
0,0.600006,7.4424837646175614
0,0.500005,7.467998449486157
0,0.500005,7.372337869452599
0,0.600006,7.4848075306081565
0,0.700007,7.370744542000963
0,0.600006,7.382409332768343
0,0.700007,7.5595175400119405
0,0.600006,7.121768781326094
0,0.600006,7.417642448633085
0,0.700007,7.547228865964947
0,0.800008,7.313005562356423
0,0.700007,7.2492833097258185
0,0.800008,7.190347619165195
0,0.700007,7.332822358595068
0,0.700007,7.0973567159756525
0,0.800008,7.541627515038731
0,0.9000090000000001,7.2179237940238785
0,0.800008,7.126465335304706
0,0.9000090000000001,7.171167861853436
0,0.800008,7.183360075543075
0,0.800008,7.710600730074435
0,0.9000090000000001,7.4536096070225
0,1.00001,7.368133967008475
0,0.9000090000000001,7.2984501267255775
0,1.00001,7.374583028989974
0,0.9000090000000001,7.306238908193682
0,0.9000090000000001,7.276162571183214
0,1.00001,7.529154667453302
0,0.0,7.37177821568004
0,1.00001,7.199106626197606
0,0.0,7.2753521368516525
0,1.00001,7.0111421683652315
0,1.00001,7.331034373527068
0,0.0,7.4229041916869685
0,0.100001,7.360763909237245
0,0.0,7.3226000085191085
0,0.100001,7.471038670593351
0,0.0,7.3290331022102215
0,0.0,7.456709680875832
0,0.100001,7.34778875709883
0,0.200002,7.176938638885991
0,0.100001,7.240416352195701
0,0.200002,7.340067975207856
0,0.100001,7.2512066046045565
0,0.100001,7.4776123980008595
0,0.200002,7.227143755097933
0,0.200002,7.152876406019577
0,0.300003,7.199142170332728
0,0.200002,7.301045369828858
0,0.300003,7.247211148790962
0,0.200002,7.071560343934657
0,0.300003,7.247169588864583
0,0.300003,7.115198272448355
0,0.400004,7.130559554033256
0,0.400004,7.262356796278189
0,0.300003,7.509300207271371
0,0.300003,6.981938665606813
0,0.400004,7.377509677418164
0,0.400004,7.307722856131415
0,0.500005,7.431066848012768
0,0.400004,7.103331265870532
0,0.500005,7.2725812514740875
0,0.400004,7.043052831130898
0,0.500005,7.342285996254726
0,0.500005,7.3380106844441775
0,0.600006,7.430730695023296
0,0.500005,7.255391974781805
0,0.600006,7.393493774712161
0,0.500005,7.287219955868767
0,0.600006,7.450772786781363
0,0.600006,7.3363043439746045
0,0.700007,7.442816794040854
0,0.600006,7.444990112594224
0,0.700007,7.44624351688969
0,0.600006,7.46286660332634
0,0.700007,7.529029423251722
0,0.700007,7.455962716487522
0,0.800008,7.24429787520181
0,0.800008,7.4276309550723
0,0.700007,7.422388646742589
0,0.700007,7.3144432687443945
0,0.800008,7.571128285125941
0,0.800008,7.23459187382799
0,0.9000090000000001,7.272383297242406
0,0.9000090000000001,7.184060810968224
0,0.800008,7.421577859419114
0,0.800008,7.482439456401583
0,0.9000090000000001,7.3975999712210765
0,0.9000090000000001,7.675338237363299
0,1.00001,7.324124738892052
0,0.9000090000000001,7.20292110310742
0,1.00001,6.853876644323779
0,0.9000090000000001,7.460728585431639
0,1.00001,7.089224879909731
0,1.00001,7.134195730456914
0,0.0,7.094323214279527
0,0.0,7.4295081463470325
0,1.00001,7.61823890335361
0,1.00001,7.144926062283766
0,0.0,7.325617570605809
0,0.0,7.283512704134072
0,0.100001,7.466382880779368
0,0.100001,7.409797328925027
0,0.0,7.449684253267279
0,0.0,7.313950708971642
0,0.100001,7.340646548634863
0,0.100001,7.325068867251507
0,0.200002,7.181401098766544
0,0.100001,7.252430580424915
0,0.100001,7.405115919490754
0,0.200002,7.220824083220391
0,0.200002,7.240249827532804
0,0.200002,7.316954015685589
0,0.300003,7.229857258475739
0,0.200002,7.61279084761092
0,0.200002,7.303259641428757
0,0.300003,7.253564569554321
0,0.300003,7.032472873260284
0,0.300003,7.061672410502092
0,0.400004,7.3373863048395025
0,0.300003,7.401739015239166
0,0.400004,7.273626125159585
0,0.300003,7.147763953255761
0,0.400004,7.018261966726802
0,0.400004,6.938406969872841
0,0.500005,7.317034273223662
0,0.400004,6.904036657180801
0,0.500005,7.033581417590324
0,0.400004,7.234245412587514
0,0.500005,7.160259981986304
0,0.500005,7.090479692173542
0,0.600006,7.594308200031568
0,0.500005,7.638702629683115
0,0.600006,7.5112116547357655
0,0.500005,7.253216378703118
0,0.600006,7.288336764563623
0,0.600006,7.491522450693693
0,0.700007,7.572681224801044
0,0.600006,7.127158032665077
0,0.700007,7.472790688835203
0,0.700007,7.510268632693318
0,0.600006,7.49830066565529
0,0.700007,7.25874970357631
0,0.800008,7.720065302241607
0,0.700007,7.426412887549715
0,0.800008,7.187212334213533
0,0.800008,7.259194926200545
0,0.700007,7.765289600658898
0,0.800008,7.404212290479121
0,0.9000090000000001,7.474080369445873
0,0.800008,7.494482334403395
0,0.9000090000000001,7.196255966215077
0,0.9000090000000001,7.119257375564078
0,0.800008,7.526420330227539
0,0.9000090000000001,7.441500346561882
0,1.00001,7.2555307933819195
0,0.9000090000000001,7.1658348478240415
0,1.00001,7.326674235245685
0,1.00001,7.69907299378011
0,0.9000090000000001,7.376009526569923
0,1.00001,7.063872961107997
0,0.0,7.535838386953627
0,1.00001,7.5558118684491085
0,0.0,7.214111255991819
0,0.0,7.160939759264571
0,1.00001,7.185498938824793
0,0.0,7.269887090439198
0,0.100001,7.324978826023642
0,0.0,7.44868371651759
0,0.100001,7.2237746730190615
0,0.100001,7.221252983209694
0,0.0,7.1738284890005595
0,0.100001,7.579482849439269
0,0.200002,7.250622563075853
0,0.100001,7.555887570624796
0,0.200002,7.801031010277684
0,0.200002,7.1065056832884865
0,0.100001,7.22822385837564
0,0.300003,7.376125887115568
0,0.200002,7.29503921551475
0,0.200002,7.492213186958593
0,0.300003,7.155600185387598
0,0.300003,7.234033675175545
0,0.200002,7.4079944444373735
0,0.300003,7.302380029162384
0,0.400004,7.546839291410362
0,0.300003,7.348411222403737
0,0.400004,7.094123087368878
0,0.400004,7.450304816605432
0,0.300003,7.078022698570604
0,0.400004,6.9958280304948515
0,0.500005,7.439903523430814
0,0.400004,7.195161734745897
0,0.500005,7.488905820588982
0,0.500005,7.170120753180283
0,0.400004,7.165684852416148
0,0.500005,7.641869453981566
0,0.600006,7.352041618670219
0,0.500005,7.245215438873935
0,0.600006,7.265831308637145
0,0.600006,7.04642427788859
0,0.500005,7.063192411661059
0,0.600006,7.3973301465439185
0,0.700007,7.465873371470656
0,0.600006,7.262430937289582
0,0.700007,7.262761214721723
0,0.700007,7.470025501495991
0,0.600006,7.091351101260316
0,0.700007,7.539325083717931
0,0.800008,7.398126038379493
0,0.700007,7.594569124156201
0,0.800008,7.299695376481424
0,0.800008,7.355171810068439
0,0.700007,7.730817800961049
0,0.800008,7.50417276893219
0,0.800008,7.425745911544943
0,0.9000090000000001,7.434317854342203
0,0.9000090000000001,7.575572783537167
0,0.9000090000000001,7.364218759089823
0,0.800008,7.365067524938098
0,0.9000090000000001,7.372924247773045
0,0.9000090000000001,7.31028415469523
0,1.00001,7.457297692777257
0,1.00001,7.362276022875601
0,1.00001,7.412381587585166
0,0.9000090000000001,7.366421400107295
0,1.00001,7.612897107727099
0,1.00001,7.162487469713095
0,0.0,7.262841245134584
0,0.0,7.150170966170086
0,0.0,7.182007908243977
0,1.00001,7.204886842052755
0,0.0,7.268037051189621
0,0.0,7.3837803149568755
0,0.100001,7.381578471701711
0,0.100001,7.270098312594435
0,0.100001,7.427725031612303
0,0.0,7.570368781086873
0,0.100001,7.1716384474259565
0,0.100001,7.18362418047488
0,0.200002,7.3123165403205554
0,0.200002,6.9811884948582525
0,0.200002,7.221194377966552
0,0.100001,7.013702894698521
0,0.200002,7.116073604745035
0,0.200002,7.234311719768633
0,0.300003,7.030939689074512
0,0.300003,7.398687710668443
0,0.300003,7.259131658788797
0,0.200002,7.192829421225154
0,0.300003,7.290967741399101
0,0.300003,7.288011127303165
0,0.400004,7.901261010833756
0,0.400004,7.334542060312276
0,0.400004,7.441427150218611
0,0.300003,7.302249441896829
0,0.400004,7.416684910626996
0,0.400004,7.2335218060464905
0,0.500005,7.293037024407046
0,0.500005,7.162989224402783
0,0.500005,7.303896562330774
0,0.400004,7.203771664854074
0,0.500005,7.475298114950645
0,0.500005,7.566712023016441
0,0.600006,7.460167463293028
0,0.600006,7.183849442640486
0,0.600006,7.3550991105967025
0,0.500005,7.17284155283216
0,0.600006,7.3126089714376405
0,0.600006,7.568614303992345
0,0.700007,7.394035060456392
0,0.700007,7.610795295534528
0,0.700007,7.103322520716316
0,0.600006,7.259345004984945
0,0.700007,7.3287559250254795
0,0.700007,7.650092422354607
0,0.800008,7.0344209160004425
