Measured Depth m,TOFB s,AVG_CONF unitless,MIN_CONF unitless,Average Rotary Speed rpm,Corrected Surface Weight on Bit kkgf,Corrected Total Hookload kkgf,MWD Turbine RPM rpm,MWD Raw Gamma Ray 1/s,Pump 2 Stroke Rate 1/min,Rate of Penetration m/h,Bit Drill Time h,Corrected Hookload kkgf,MWD GR Bit Confidence Flag %,Pump Time h,PowerUP Shock Rate 1/s,Total SPM 1/min,Average Hookload kkgf,Total Hookload kkgf,Extrapolated Hole TVD m,MWD Gamma Ray (API BH corrected) gAPI,EDRT unitless,Pump 1 Stroke Rate 1/min,Total Bit Revolutions unitless,Mud Density In g/cm3.1,Weight on Bit kkgf,Hole Depth (TVD) m,MWD Shock Risk unitless,Bit run number unitless,Inverse ROP s/m,Pump 4 Stroke Rate 1/min,Rig Mode unitless,MWD Shock Peak m/s2,SPN Sp_RigMode 2hz unitless,Average Standpipe Pressure kPa,Rate of Penetration (5ft avg) m/h,AJAM_MWD unitless,1/2ft ROP m/h,Hole depth (MD) m,Mud Flow In L/min,BHFG unitless,MWD DNI Temperature degC,Average Surface Torque kN.m,Total Downhole RPM rpm,SHK3TM_RT min,Pump 3 Stroke Rate 1/min,Inverse ROP (5ft avg) s/m,S1AC kPa,S2AC kPa,IMWT g/cm3,OSTM s,RNN
-0.010228857,0.028342716,-0.022289608,-0.015960937,-0.1006213,0.0067518065,-0.014612703,-0.0645764,0.028078543,0.00022481542,-0.05528604,-0.0077451505,-0.07756913,-0.0010781719,-0.005131467,0.0,-0.046067514,-0.07756913,-0.02806661,-0.013890318,0.028076833,0.00053599785,-0.029250327,-0.0046012704,0.006001283,-0.00545622,-0.013627255,0.0,0.0,0.0121755,0.0,0.0,-0.006928902,8.73263e-06,-0.04002591,-0.06505548,0.0,-0.059000738,-0.0102323815,-0.028043622,0.0,-0.02221124,-0.09722607,-0.1006213,0.0,-0.0277288,0.03828352,-0.06622825,-0.04416001,0.006001283,-0.074833155,-0.0017298756
