,hstep_extension,MAE
188,39.0,1.144279029749292
189,40.0,1.2693257600392125
190,41.0,1.1587254471278652
191,42.0,1.1328523442074543
192,43.0,1.1369119481047156
193,44.0,1.202396080320062
194,45.0,1.0680335491225583
195,46.0,1.1352254502342094
196,47.0,1.1351100537966747
197,48.0,1.113060089452334
198,49.0,1.1092675615663548
199,50.0,1.0896059819672503
200,1.0,1.092529188010311
201,2.0,0.9314638816912341
202,3.0,0.9114757992222454
203,4.0,0.9005766335956119
204,5.0,0.9913135424601219
205,6.0,1.0207151367668204
206,7.0,0.9497866043160669
207,8.0,0.9542970537846607
208,9.0,1.0201369762835213
209,10.0,1.0577789238830142
210,11.0,1.0344691888779065
211,12.0,0.9196989575855707
212,13.0,0.9419710411152117
213,14.0,1.016649715574804
214,15.0,1.0539039679381002
215,16.0,1.0660465471733855
216,17.0,0.9260221869962759
217,18.0,0.9974369821563395
218,19.0,1.04591138598105
219,20.0,1.0499527794519878
220,21.0,1.0022907055874313
221,22.0,1.0013735597755342
222,23.0,1.145054122176776
223,24.0,1.0226897125514758
224,25.0,1.078686911869949
225,26.0,1.2241279916662824
226,27.0,1.1657252994272014
227,28.0,1.013132888142895
228,29.0,0.9737285786755316
229,30.0,1.1751016002936345
230,31.0,1.2024138625833585
231,32.0,1.150114424101859
232,33.0,1.0443112540311703
233,34.0,1.0980866068255404
234,35.0,1.0677733639365141
235,36.0,1.1464468859415922
236,37.0,1.1394181563379302
237,38.0,1.1962810693720782
238,39.0,1.0985666832638483
239,40.0,1.15347188032504
240,41.0,0.9420366391687668
241,42.0,1.1046112648108575
242,43.0,1.1066422691505824
243,44.0,1.2378955953606345
244,45.0,1.049405184812051
245,46.0,1.1133133029462141
246,47.0,1.14904885730978
247,48.0,1.0644559893545305
248,49.0,1.1911013611967403
249,50.0,1.0847134431605518
250,1.0,0.9905025789513466
251,2.0,1.0600589137803813
252,3.0,0.9205058482215928
253,4.0,0.9144460656988219
254,5.0,0.898556156858871
255,6.0,0.9355055214081888
256,7.0,1.033958876553634
257,8.0,0.9802634331197017
258,9.0,0.9365796469402056
259,10.0,0.9832119619926211
260,11.0,1.0427136435245676
261,12.0,0.8987321452341652
262,13.0,1.0073297233602132
263,14.0,1.0742935548204542
264,15.0,1.0806781801862244
265,16.0,0.9536036856375822
266,17.0,0.9630855574524
267,18.0,1.0387070544436412
268,19.0,1.058483416428152
269,20.0,1.0772473678805834
270,21.0,1.1156212314611438
271,22.0,1.031050043639825
272,23.0,1.1721424846561626
273,24.0,1.0337637496360779
274,25.0,0.9208036840278797
275,26.0,1.1451628167609547
276,27.0,1.0381343212366503
277,28.0,1.0958899377181646
278,29.0,1.0366782636210927
279,30.0,1.1219788758488487
280,31.0,1.1720618941852106
281,32.0,1.1235369684001044
282,33.0,1.239264088497889
283,34.0,1.167359366315096
284,35.0,1.1919207436404564
285,36.0,1.101668147407342
286,37.0,1.1190737103714212
287,38.0,1.2427625952616066
288,39.0,1.1147591155672079
289,40.0,1.2430074037832068
290,41.0,1.0415688285114193
291,42.0,1.1052199894325467
292,43.0,1.32651752244636
293,44.0,1.330270306333113
294,45.0,1.0748584608022134
295,46.0,1.208328174257701
296,47.0,1.1753324829579095
297,48.0,1.1306732637663433
298,49.0,1.1586275517262319
299,50.0,1.1500730639030603
300,1.0,0.9708773291497184
301,2.0,0.8940709235008542
302,3.0,0.9651722361363922
303,4.0,0.9595198472372477
304,5.0,0.8376149400878115
305,6.0,0.9741240236702028
306,7.0,0.9740693373032483
307,8.0,0.8928035419057795
308,9.0,1.0021101075023855
309,10.0,0.9743488099282005
310,11.0,1.0236804445084056
311,12.0,0.9791592613346899
312,13.0,1.0455190287367158
313,14.0,1.0820931243894538
314,15.0,1.086912466981174
315,16.0,1.0336387207732722
